ID,SeatsCount,ver_ID
372684,75,2
372737,0,1
372765,17,2
372793,9,2
372865,10,1
372899,0,1
372935,12,2
372948,38,1
372953,0,1
373052,4,1
373055,9,2
373068,39,2
373080,20,1
373096,49,1
373116,14,2
373136,0,1
373185,0,1
373218,18,1
373247,12,1
373350,5,2
373365,5,2
373389,35,2
373410,405,2
373483,2,1
373513,5,2
373520,15,2
373545,4,1
373550,12,1
373664,49,2
373681,0,1
373734,17,2
373794,35,1
373801,68,2
373912,51,2
373914,24,1
373920,5,2
373925,8,2
373960,5,2
373986,11,2
374001,0,1
374015,21,2
374068,5,2
374075,5,2
374079,26,1
374086,13,2
374155,0,1
374193,5,2
374226,0,1
374247,5,2
374249,20,1
374269,5,2
374282,37,2
374286,9,2
374366,0,1
374373,0,1
374377,55,2
374554,17,2
374581,25,1
374644,4,1
374661,5,2
374673,0,1
374714,155,2
374726,1,1
374757,0,1
374771,21,2
374784,40,2
374791,20,1
374945,20,2
375119,45,2
375154,5,2
375192,23,2
375244,0,1
375245,5,2
375250,41,2
375287,15,2
375323,20,1
375384,11,2
375409,50,1
375474,53,2
375488,24,1
375493,4,1
375534,0,1
375536,4,1
375603,17,2
375641,2,1
375654,60,1
375783,5,2
375822,0,1
375830,0,1
375884,12,1
375933,5,2
375956,0,1
